genomes	D_Alanine0	D_Glutamate0	D_Methionine0	D_Serine0	Glycine0	L_Alanine0	L_Arginine0	L_Asparagine0	L_Aspartate0	L_Cysteine0	L_Glutamate0	L_Glutamine0	L_Histidine0	L_Isoleucine0	L_Leucine0	L_Lysine0	L_Methionine0	L_Phenylalanine0	L_Proline0	L_Serine0	L_Threonine0	L_Tryptophan0	L_Tyrosine0	L_Valine0	Choline0	Citrulline0	Hypoxanthine0	Inosine0	Tyramine0	D_Lactate0	L_Lactate0	Butyrate0	Formate0	Fumarate0	Propionate0	Chorismate0	Succinate0	Urocanate0	Adenine0	AMP0	UMP0	Uracil0	B1_Thiamin0	B2_Riboflavin0	B3_Niacin0	B6_Pyridoxal0	B7_BIOT0	B9_Folate0	Ethanol0	GABA0	H2O20	TMAO0	D_Alanine1	D_Glutamate1	D_Methionine1	D_Serine1	Glycine1	L_Alanine1	L_Arginine1	L_Asparagine1	L_Aspartate1	L_Cysteine1	L_Glutamate1	L_Glutamine1	L_Histidine1	L_Isoleucine1	L_Leucine1	L_Lysine1	L_Methionine1	L_Phenylalanine1	L_Proline1	L_Serine1	L_Threonine1	L_Tryptophan1	L_Tyrosine1	L_Valine1	Choline1	Citrulline1	Hypoxanthine1	Inosine1	Tyramine1	D_Lactate1	L_Lactate1	Butyrate1	Formate1	Fumarate1	Propionate1	Chorismate1	Succinate1	Urocanate1	Adenine1	AMP1	UMP1	Uracil1	B1_Thiamin1	B2_Riboflavin1	B3_Niacin1	B6_Pyridoxal1	B7_BIOT1	B9_Folate1	Ethanol1	GABA1	H2O21	TMAO1	D_Alanine2	D_Glutamate2	D_Methionine2	D_Serine2	Glycine2	L_Alanine2	L_Arginine2	L_Asparagine2	L_Aspartate2	L_Cysteine2	L_Glutamate2	L_Glutamine2	L_Histidine2	L_Isoleucine2	L_Leucine2	L_Lysine2	L_Methionine2	L_Phenylalanine2	L_Proline2	L_Serine2	L_Threonine2	L_Tryptophan2	L_Tyrosine2	L_Valine2	Choline2	Citrulline2	Hypoxanthine2	Inosine2	Tyramine2	D_Lactate2	L_Lactate2	Butyrate2	Formate2	Fumarate2	Propionate2	Chorismate2	Succinate2	Urocanate2	Adenine2	AMP2	UMP2	Uracil2	B1_Thiamin2	B2_Riboflavin2	B3_Niacin2	B6_Pyridoxal2	B7_BIOT2	B9_Folate2	Ethanol2	GABA2	H2O22	TMAO2
47715.142	0.3139	0.3172	0.22	0.3479	0.2551	0.3139	0.2267	0.1828	0.1694	0.3003	0.275	0.2068	0.2959	0.1636	0.2655	0.2803	0.2229	0.2848	0.3115	0.3728	0.3626	0.215	0.2263	0.259	0.2165	0.2051	0.4006	0.353	0.2533	0.3479	0.361	0.3048	0.4094	0.1226	0.3166	0.2262	0.1676	0.3128	0.2062	0.279	0.3206	0.1949	0.211	0.2399	0.1852	0.3748	0.1857	0.2	0.4235	0.1965	0.3061	0.1869	0.3139	0.3172	0.22	0.3479	0.2551	0.3139	0.255	0.1828	0.1694	0.2822	0.275	0.2068	0.2814	0.1636	0.2655	0.2697	0.2229	0.2623	0.3115	0.3728	0.2812	0.215	0.25	0.259	0.1472	0.1859	0.4006	0.3096	0.2487	0.2605	0.3939	0.2001	0.3952	0.1226	0.1688	0.2308	0.1676	0.3128	0.2062	0.279	0.3206	0.1949	0.2253	0.2331	0.1754	0.2635	0.1857	0.2	0.4089	0.1965	0.3342	0.1858	0.3139	0.3172	0.2258	0.3479	0.2551	0.3139	0.2465	0.1828	0.1694	0.3011	0.275	0.2068	0.2814	0.1636	0.2655	0.2617	0.2288	0.2911	0.3115	0.3728	0.3565	0.215	0.2345	0.259	0.2141	0.2631	0.4006	0.3377	0.2607	0.342	0.338	0.3137	0.3952	0.1226	0.3334	0.2344	0.1676	0.3128	0.2062	0.279	0.3309	0.1949	0.2104	0.2399	0.1917	0.3873	0.2046	0.2	0.4486	0.1965	0.2661	0.1937
47715.143	0.3075	0.3172	0.22	0.3428	0.2547	0.3075	0.2317	0.1828	0.1693	0.2959	0.275	0.187	0.2952	0.1616	0.2657	0.2797	0.2229	0.2717	0.3115	0.3673	0.3622	0.2107	0.2259	0.256	0.2136	0.2035	0.4016	0.3637	0.254	0.3327	0.3558	0.2787	0.3747	0.1217	0.3303	0.227	0.1676	0.3125	0.2062	0.279	0.3294	0.1949	0.2015	0.2399	0.1859	0.3748	0.17	0.2061	0.4225	0.1965	0.3077	0.1878	0.3075	0.3172	0.22	0.3428	0.2547	0.3075	0.2513	0.1828	0.1693	0.2382	0.275	0.187	0.2952	0.1616	0.2657	0.2996	0.2229	0.2626	0.3115	0.3673	0.2762	0.2107	0.2494	0.256	0.1507	0.1858	0.4016	0.297	0.272	0.2566	0.3914	0.1746	0.3931	0.1217	0.1646	0.236	0.1676	0.3125	0.2062	0.279	0.34	0.1949	0.2116	0.2205	0.1761	0.2635	0.17	0.2037	0.4073	0.1965	0.3349	0.1854	0.3075	0.3172	0.2301	0.3428	0.2547	0.3075	0.2701	0.1828	0.1693	0.3031	0.275	0.187	0.2952	0.1616	0.2657	0.2612	0.2329	0.2907	0.3115	0.3673	0.3562	0.2107	0.2341	0.256	0.2074	0.2408	0.4016	0.3392	0.2614	0.264	0.337	0.288	0.3931	0.1217	0.3139	0.2353	0.1676	0.3125	0.2062	0.279	0.34	0.1949	0.1951	0.2916	0.1924	0.3873	0.2088	0.2037	0.43	0.1965	0.3231	0.1946
47715.144	0.3075	0.3148	0.2168	0.3428	0.2536	0.3075	0.2239	0.1839	0.1706	0.2479	0.2751	0.1872	0.2808	0.1616	0.2657	0.2785	0.2197	0.2846	0.3114	0.3673	0.361	0.2085	0.2226	0.2555	0.1953	0.203	0.3259	0.4039	0.2535	0.3505	0.3779	0.2692	0.3731	0.1237	0.3099	0.2244	0.1695	0.3121	0.2003	0.279	0.3399	0.3552	0.2085	0.233	0.1993	0.2696	0.1587	0.1997	0.4488	0.1965	0.3746	0.183	0.3075	0.3148	0.2168	0.3428	0.2536	0.3075	0.2508	0.1839	0.1706	0.2585	0.2751	0.1872	0.2808	0.1616	0.2657	0.2661	0.2197	0.2581	0.3114	0.3673	0.2761	0.2085	0.2466	0.2555	0.1575	0.1859	0.3259	0.3372	0.2718	0.2577	0.391	0.1733	0.393	0.1237	0.1646	0.2407	0.1695	0.3121	0.2003	0.2691	0.3293	0.3552	0.2093	0.2399	0.2253	0.3003	0.1587	0.1997	0.4273	0.1965	0.3315	0.1809	0.3075	0.3148	0.2233	0.3428	0.2536	0.3075	0.2624	0.1839	0.1706	0.3071	0.2751	0.1872	0.2952	0.1616	0.2657	0.2611	0.2262	0.2776	0.3114	0.3673	0.3559	0.1996	0.2345	0.2555	0.1998	0.2406	0.3259	0.3334	0.2619	0.3394	0.3403	0.2797	0.393	0.1237	0.3138	0.2336	0.1695	0.3121	0.2003	0.279	0.3293	0.3552	0.197	0.2852	0.2035	0.3788	0.1969	0.1997	0.4444	0.1965	0.2659	0.1907
47715.145	0.3075	0.3172	0.22	0.3428	0.2542	0.3075	0.2309	0.1828	0.1693	0.2952	0.275	0.1867	0.2949	0.1616	0.2657	0.2794	0.2229	0.2711	0.3118	0.3673	0.3618	0.2105	0.2253	0.256	0.1999	0.2025	0.4016	0.3631	0.2532	0.331	0.3543	0.2782	0.3732	0.1217	0.3288	0.2262	0.1676	0.3126	0.2062	0.2691	0.3288	0.195	0.2035	0.226	0.1852	0.3734	0.17	0.2037	0.4218	0.1965	0.2954	0.1874	0.3075	0.3172	0.22	0.3428	0.2542	0.3075	0.2511	0.1828	0.1693	0.2382	0.275	0.1867	0.2949	0.1616	0.2657	0.2996	0.2229	0.2623	0.3118	0.3673	0.2762	0.2105	0.2491	0.256	0.1507	0.1858	0.4016	0.304	0.2717	0.2566	0.3908	0.1746	0.3931	0.1217	0.1646	0.2313	0.1676	0.3126	0.2062	0.2691	0.3288	0.195	0.2134	0.2325	0.1787	0.263	0.1719	0.2037	0.4073	0.1965	0.3437	0.1854	0.3075	0.3172	0.2299	0.3428	0.2542	0.3075	0.2623	0.1828	0.1693	0.3032	0.275	0.1867	0.2949	0.1616	0.2657	0.2612	0.2326	0.2859	0.3118	0.3673	0.3562	0.2105	0.2338	0.256	0.2074	0.2405	0.4016	0.3392	0.2611	0.264	0.337	0.288	0.3931	0.1217	0.3139	0.2349	0.1676	0.3126	0.2062	0.2691	0.3394	0.195	0.1932	0.2975	0.192	0.3866	0.2043	0.2037	0.4301	0.1965	0.3111	0.1946
47715.146	0.3075	0.3173	0.22	0.3428	0.2537	0.3075	0.2237	0.1828	0.1694	0.2974	0.275	0.187	0.2954	0.1617	0.2657	0.2787	0.2229	0.2749	0.3115	0.3673	0.3608	0.2019	0.225	0.2593	0.2121	0.2025	0.4007	0.362	0.2529	0.3325	0.3542	0.3045	0.4007	0.1217	0.3289	0.2258	0.1676	0.3128	0.2063	0.2792	0.3294	0.195	0.2266	0.2331	0.185	0.3742	0.1666	0.2032	0.4202	0.1965	0.3052	0.1867	0.3075	0.3173	0.22	0.3428	0.2537	0.3075	0.2508	0.1828	0.1694	0.281	0.275	0.187	0.2954	0.1617	0.2657	0.2733	0.2229	0.2621	0.3115	0.3673	0.2761	0.2019	0.2412	0.2593	0.1862	0.1859	0.4007	0.2971	0.192	0.2577	0.3026	0.2002	0.3859	0.1217	0.1646	0.2352	0.1676	0.3128	0.2063	0.2792	0.3294	0.195	0.2124	0.2266	0.1783	0.2637	0.1705	0.2032	0.4061	0.1965	0.3338	0.1904	0.3075	0.3173	0.2259	0.3428	0.2537	0.3075	0.2506	0.1828	0.1694	0.2999	0.275	0.187	0.2954	0.1617	0.2657	0.2606	0.2289	0.2813	0.3115	0.3673	0.3553	0.2019	0.2335	0.2593	0.203	0.2247	0.4007	0.3378	0.2607	0.2496	0.3359	0.3139	0.3859	0.1217	0.3132	0.2345	0.1676	0.3128	0.2063	0.2792	0.3401	0.195	0.2117	0.24	0.1918	0.3874	0.2051	0.2057	0.4286	0.1965	0.2814	0.1939
47715.147	0.3108	0.3172	0.2131	0.3454	0.2542	0.3108	0.2307	0.1828	0.1694	0.2962	0.2751	0.1863	0.2836	0.1627	0.2674	0.2791	0.2159	0.2711	0.3115	0.37	0.3618	0.2109	0.2253	0.258	0.2129	0.2036	0.4033	0.3639	0.2533	0.3342	0.3572	0.2795	0.4122	0.1226	0.3124	0.2262	0.1676	0.3152	0.2097	0.2708	0.3295	0.1898	0.2049	0.2266	0.1852	0.3748	0.1707	0.2027	0.4228	0.1965	0.3079	0.1874	0.3108	0.3172	0.2131	0.3454	0.2542	0.3108	0.2511	0.1828	0.1694	0.2394	0.2751	0.1863	0.2981	0.1627	0.2674	0.299	0.2159	0.2803	0.3115	0.37	0.2765	0.2109	0.249	0.258	0.1596	0.1871	0.4033	0.3229	0.2715	0.261	0.2725	0.1691	0.3985	0.1226	0.1667	0.2352	0.1676	0.3152	0.2097	0.2808	0.3295	0.1898	0.2115	0.2399	0.1813	0.2635	0.1707	0.2051	0.4089	0.1965	0.3441	0.1856	0.3108	0.3172	0.2266	0.3454	0.2542	0.3108	0.2614	0.1828	0.1694	0.3034	0.2751	0.1863	0.2981	0.1627	0.2674	0.2607	0.2296	0.2812	0.3115	0.37	0.3558	0.2109	0.2335	0.258	0.2031	0.2474	0.4033	0.3395	0.2607	0.3603	0.3382	0.2888	0.3985	0.1226	0.3317	0.2344	0.1676	0.3152	0.2097	0.2808	0.3295	0.1898	0.1933	0.2399	0.1917	0.3873	0.2046	0.2027	0.4302	0.1965	0.2748	0.1942
47715.148	0.3075	0.3173	0.22	0.3428	0.2537	0.3075	0.2237	0.1828	0.1694	0.2947	0.275	0.187	0.2954	0.1617	0.3226	0.2788	0.2229	0.2708	0.3115	0.3673	0.3633	0.2019	0.2251	0.2562	0.1875	0.2026	0.4007	0.3699	0.2661	0.3319	0.3641	0.2966	0.3877	0.1217	0.3255	0.2438	0.1676	0.3128	0.2063	0.2692	0.3294	0.195	0.2027	0.24	0.185	0.3742	0.1666	0.2057	0.4498	0.1965	0.3213	0.2074	0.3075	0.3173	0.22	0.3428	0.2537	0.3075	0.2508	0.1828	0.1694	0.2382	0.275	0.187	0.2954	0.1617	0.2657	0.2734	0.2229	0.2621	0.3115	0.3673	0.2761	0.2019	0.2412	0.2562	0.1828	0.1859	0.4007	0.3257	0.192	0.2573	0.3026	0.1744	0.3859	0.1217	0.1646	0.2352	0.1676	0.3128	0.2063	0.2792	0.3294	0.195	0.2155	0.2331	0.1754	0.331	0.1705	0.2032	0.4061	0.1965	0.3338	0.1904	0.3075	0.3173	0.2259	0.3428	0.2537	0.3075	0.2506	0.1828	0.1694	0.3025	0.275	0.187	0.2954	0.1617	0.2657	0.2607	0.2289	0.2813	0.3115	0.3673	0.3553	0.2019	0.2335	0.2562	0.2066	0.2247	0.4007	0.3378	0.2607	0.2651	0.3359	0.287	0.3859	0.1217	0.3132	0.2345	0.1676	0.3128	0.2063	0.2692	0.3294	0.195	0.193	0.24	0.1918	0.3874	0.2007	0.2057	0.4286	0.1965	0.2897	0.1939
47715.149	0.3134	0.3172	0.2213	0.3473	0.2561	0.3134	0.2245	0.1829	0.1695	0.3	0.275	0.1898	0.3004	0.1643	0.2663	0.2803	0.2243	0.2697	0.3114	0.3721	0.3647	0.2054	0.2237	0.2577	0.2047	0.2037	0.3947	0.4071	0.253	0.361	0.3608	0.2727	0.4077	0.1218	0.4157	0.2786	0.1677	0.3176	0.2007	0.2801	0.3311	0.3577	0.1874	0.24	0.2127	0.3728	0.1767	0.1985	0.4585	0.1964	0.3016	0.1872	0.3134	0.3172	0.2213	0.3473	0.2561	0.3134	0.2591	0.1829	0.1695	0.2738	0.275	0.1898	0.2859	0.1643	0.2663	0.2724	0.2243	0.2526	0.3114	0.3721	0.2797	0.2054	0.2431	0.2577	0.1936	0.2143	0.3947	0.2976	0.2168	0.2608	0.3047	0.1732	0.3948	0.1218	0.1683	0.2893	0.1677	0.3176	0.2007	0.2801	0.3311	0.3577	0.2068	0.2332	0.1919	0.2724	0.1767	0.1985	0.4328	0.1964	0.3351	0.192	0.3134	0.3172	0.2272	0.3473	0.2561	0.3134	0.2546	0.1829	0.1695	0.3357	0.275	0.1898	0.2859	0.1643	0.2663	0.2724	0.2302	0.2782	0.3114	0.3721	0.3592	0.2054	0.235	0.2577	0.2247	0.2255	0.3947	0.3501	0.2832	0.3389	0.3633	0.2826	0.3948	0.1218	0.3211	0.2886	0.1677	0.3176	0.2007	0.2801	0.3311	0.3577	0.185	0.285	0.2203	0.3861	0.2018	0.1985	0.4498	0.1964	0.2869	0.1944
47715.150	0.3076	0.3172	0.2202	0.3428	0.2539	0.3076	0.2384	0.1828	0.1694	0.2635	0.275	0.1873	0.2958	0.1617	0.2658	0.2792	0.2231	0.2824	0.3119	0.3673	0.3611	0.2133	0.2335	0.2564	0.2126	0.2023	0.4022	0.3581	0.253	0.3317	0.3539	0.2769	0.3742	0.1217	0.3285	0.2522	0.1676	0.3127	0.2005	0.2791	0.3401	0.2764	0.2082	0.2401	0.2073	0.3698	0.1701	0.2031	0.4264	0.1964	0.3133	0.1867	0.3076	0.3172	0.2202	0.3428	0.2539	0.3076	0.2509	0.1828	0.1694	0.2385	0.275	0.1873	0.2813	0.1617	0.2658	0.2711	0.2231	0.2884	0.3119	0.3673	0.2762	0.2133	0.2414	0.2564	0.1862	0.1859	0.4022	0.2901	0.2183	0.2573	0.3027	0.1733	0.3931	0.1217	0.1646	0.2733	0.1676	0.3127	0.2005	0.2791	0.3295	0.2764	0.2059	0.2401	0.1795	0.2637	0.1662	0.2031	0.4073	0.1964	0.364	0.1904	0.3076	0.3172	0.228	0.3428	0.2539	0.3076	0.2765	0.1828	0.1694	0.3082	0.275	0.1873	0.2813	0.1617	0.2658	0.2632	0.231	0.2815	0.3119	0.3673	0.3555	0.2133	0.2363	0.2564	0.2066	0.2267	0.4022	0.3453	0.2608	0.3416	0.343	0.2868	0.3931	0.1217	0.3548	0.2529	0.1676	0.3127	0.2005	0.2791	0.3401	0.2764	0.198	0.2898	0.1868	0.3831	0.2066	0.2031	0.4601	0.1964	0.3296	0.1939
47715.151	0.3075	0.3173	0.2199	0.3428	0.2537	0.3075	0.2237	0.1828	0.1694	0.2947	0.275	0.1874	0.2958	0.1617	0.3226	0.2788	0.2229	0.2708	0.3115	0.3673	0.3634	0.2019	0.225	0.2562	0.185	0.2025	0.4012	0.3608	0.266	0.3318	0.364	0.2965	0.3875	0.1217	0.3255	0.2437	0.1676	0.3133	0.2063	0.2692	0.3294	0.195	0.2042	0.24	0.185	0.3741	0.1705	0.2032	0.4499	0.1965	0.3103	0.2074	0.3075	0.3173	0.2199	0.3428	0.2537	0.3075	0.251	0.1828	0.1694	0.2382	0.275	0.1874	0.2958	0.1617	0.2657	0.2734	0.2229	0.2585	0.3115	0.3673	0.2761	0.2019	0.2412	0.2562	0.1795	0.1859	0.4012	0.3094	0.192	0.2573	0.3037	0.1744	0.3857	0.1217	0.1646	0.2352	0.1676	0.3133	0.2063	0.2792	0.3401	0.195	0.2028	0.24	0.1783	0.3098	0.1666	0.2032	0.4067	0.1965	0.3348	0.1904	0.3075	0.3173	0.2259	0.3428	0.2537	0.3075	0.2506	0.1828	0.1694	0.3025	0.275	0.1874	0.2958	0.1617	0.2657	0.2607	0.2289	0.2856	0.3115	0.3673	0.3554	0.2019	0.2335	0.2562	0.2104	0.2247	0.4012	0.3387	0.2607	0.2651	0.3366	0.287	0.3857	0.1217	0.3133	0.2345	0.1676	0.3133	0.2063	0.2792	0.3401	0.195	0.1969	0.2266	0.1918	0.3874	0.2051	0.2032	0.4288	0.1965	0.2992	0.1939
47715.152	0.3076	0.3172	0.2201	0.3428	0.2539	0.3076	0.2236	0.1828	0.1694	0.2578	0.275	0.1873	0.2957	0.1616	0.2657	0.2791	0.223	0.2797	0.3114	0.3673	0.361	0.2133	0.2226	0.2564	0.2026	0.2022	0.3947	0.4074	0.253	0.3315	0.3538	0.2729	0.3732	0.1217	0.3284	0.2681	0.1676	0.3126	0.2005	0.2791	0.3401	0.3577	0.204	0.2401	0.1982	0.3698	0.1662	0.2011	0.4205	0.1964	0.2887	0.1867	0.3076	0.3172	0.2201	0.3428	0.2539	0.3076	0.2509	0.1828	0.1694	0.2385	0.275	0.1873	0.2812	0.1616	0.2657	0.2711	0.223	0.2584	0.3114	0.3673	0.2762	0.2133	0.2171	0.2564	0.1794	0.1859	0.3947	0.3092	0.2155	0.2573	0.3026	0.1733	0.3931	0.1217	0.1646	0.2785	0.1676	0.3126	0.2005	0.2791	0.3295	0.3577	0.2126	0.2333	0.181	0.2637	0.1662	0.2035	0.4019	0.1964	0.3338	0.1904	0.3076	0.3172	0.2279	0.3428	0.2539	0.3076	0.2621	0.1828	0.1694	0.3053	0.275	0.1873	0.2812	0.1616	0.2657	0.2608	0.2309	0.2768	0.3114	0.3673	0.3555	0.2133	0.2336	0.2564	0.2066	0.2475	0.3947	0.3485	0.2608	0.3369	0.3382	0.2827	0.3931	0.1217	0.317	0.2478	0.1676	0.3126	0.2005	0.2691	0.3295	0.3577	0.1968	0.2207	0.1868	0.3831	0.2003	0.2011	0.4287	0.1964	0.2854	0.1939
47715.153	0.3074	0.3169	0.22	0.3428	0.2546	0.3074	0.2311	0.1828	0.1693	0.2953	0.2746	0.1872	0.2955	0.1614	0.2656	0.2796	0.2229	0.2729	0.3113	0.3673	0.3616	0.2129	0.2231	0.2594	0.1999	0.2025	0.3956	0.4091	0.2536	0.332	0.3542	0.3022	0.3731	0.1216	0.3288	0.2251	0.1675	0.3128	0.2066	0.2791	0.3294	0.3588	0.2224	0.24	0.1989	0.3697	0.17	0.2045	0.4218	0.1961	0.2903	0.1875	0.3074	0.3169	0.22	0.3428	0.2546	0.3074	0.2513	0.1828	0.1693	0.2654	0.2746	0.1872	0.2955	0.1614	0.2656	0.2667	0.2229	0.2588	0.3113	0.3673	0.2759	0.2129	0.2539	0.2594	0.1508	0.1858	0.3956	0.309	0.2719	0.2573	0.3908	0.2002	0.3929	0.1216	0.1646	0.2417	0.1675	0.3128	0.2066	0.2791	0.3294	0.3588	0.2251	0.24	0.1713	0.2636	0.17	0.2021	0.4032	0.1961	0.3437	0.1854	0.3074	0.3169	0.2302	0.3428	0.2546	0.3074	0.2626	0.1828	0.1693	0.2824	0.2746	0.1872	0.2955	0.1614	0.2656	0.2612	0.2329	0.2773	0.3113	0.3673	0.356	0.2129	0.2341	0.2594	0.2075	0.2408	0.3956	0.3343	0.2614	0.3381	0.3387	0.3117	0.3929	0.1216	0.3137	0.2338	0.1675	0.3128	0.2066	0.2691	0.3294	0.3588	0.2104	0.2979	0.1875	0.3829	0.2043	0.2045	0.4301	0.1961	0.2708	0.1947
47715.154	0.3074	0.3173	0.2207	0.3427	0.2544	0.3074	0.2239	0.1837	0.1703	0.2951	0.2751	0.1885	0.3442	0.1629	0.2673	0.279	0.2236	0.2728	0.3114	0.3672	0.3607	0.2129	0.223	0.2603	0.2192	0.203	0.396	0.4087	0.2536	0.333	0.3551	0.3006	0.3955	0.1235	0.3297	0.2315	0.169	0.3135	0.2003	0.2705	0.3304	0.3593	0.2114	0.2398	0.1989	0.3712	0.1742	0.1948	0.4197	0.1965	0.2904	0.1875	0.3074	0.3173	0.2207	0.3427	0.2544	0.3074	0.2508	0.1837	0.1703	0.2653	0.2751	0.1885	0.3442	0.1629	0.2673	0.2662	0.2236	0.2622	0.3114	0.3672	0.2766	0.2129	0.2473	0.2603	0.166	0.1858	0.396	0.3203	0.2721	0.2573	0.3968	0.1991	0.3878	0.1235	0.2553	0.2407	0.169	0.3135	0.2003	0.2705	0.3304	0.3593	0.2208	0.2265	0.2184	0.321	0.1703	0.1872	0.4017	0.1965	0.4082	0.1856	0.3074	0.3173	0.2324	0.3427	0.2544	0.3074	0.251	0.1837	0.1703	0.2823	0.2751	0.1885	0.3442	0.1629	0.2673	0.261	0.2352	0.2735	0.3114	0.3672	0.3556	0.2129	0.2344	0.2603	0.2157	0.2255	0.396	0.3509	0.2619	0.3388	0.34	0.3106	0.3878	0.1235	0.3455	0.2335	0.169	0.3135	0.2003	0.2805	0.341	0.3593	0.2024	0.2976	0.2071	0.3853	0.2067	0.1872	0.4289	0.1965	0.2717	0.1951
47715.155	0.3131	0.3169	0.2203	0.3474	0.2545	0.3131	0.2427	0.2317	0.2219	0.3	0.2746	0.2012	0.31	0.1631	0.2653	0.3065	0.2233	0.276	0.3115	0.3722	0.362	0.1924	0.2376	0.2594	0.2039	0.2407	0.3956	0.4082	0.2534	0.3347	0.3567	0.3024	0.4087	0.177	0.3118	0.2249	0.1675	0.3345	0.2066	0.3331	0.3261	0.4026	0.219	0.2405	0.1839	0.3694	0.1722	0.1893	0.4218	0.1961	0.2902	0.1875	0.3131	0.3169	0.2203	0.3474	0.2545	0.3131	0.2626	0.2317	0.2219	0.2843	0.2746	0.2012	0.31	0.1631	0.2653	0.3037	0.2233	0.2626	0.3115	0.3722	0.2763	0.1924	0.2499	0.2594	0.1448	0.2276	0.3956	0.3095	0.2718	0.2608	0.3927	0.2002	0.3952	0.177	0.1684	0.242	0.1675	0.3345	0.2066	0.322	0.3261	0.4026	0.2217	0.2336	0.1747	0.2631	0.1742	0.1893	0.4052	0.1961	0.3349	0.1866	0.3131	0.3169	0.2304	0.3474	0.2545	0.3131	0.288	0.2317	0.2219	0.3026	0.2746	0.2012	0.31	0.1631	0.2653	0.2841	0.2331	0.2912	0.3115	0.3722	0.3564	0.1924	0.2339	0.2594	0.2254	0.254	0.3956	0.3342	0.2613	0.3399	0.3689	0.3119	0.3952	0.177	0.3327	0.2337	0.1675	0.3345	0.2066	0.3331	0.337	0.4026	0.2088	0.2405	0.1908	0.3827	0.209	0.1893	0.4301	0.1961	0.2634	0.1947
47715.156	0.3075	0.3172	0.2386	0.3428	0.2547	0.3075	0.2613	0.1828	0.1693	0.2838	0.275	0.187	0.2953	0.1616	0.2665	0.2788	0.2415	0.2888	0.3115	0.3673	0.3532	0.2107	0.2373	0.2569	0.2224	0.2201	0.4018	0.4177	0.2592	0.3645	0.3627	0.2859	0.3805	0.1226	0.322	0.2329	0.1676	0.3126	0.2083	0.2801	0.3303	0.1885	0.1875	0.2399	0.1904	0.3834	0.1703	0.2037	0.4324	0.1965	0.3076	0.1925	0.3075	0.3172	0.2127	0.3428	0.2547	0.3075	0.2517	0.1828	0.1693	0.2382	0.275	0.187	0.2953	0.1616	0.2665	0.2996	0.2156	0.2626	0.3115	0.3673	0.2762	0.2107	0.2494	0.2569	0.1622	0.1865	0.4018	0.3184	0.272	0.2581	0.2698	0.1681	0.3935	0.1226	0.1646	0.236	0.1676	0.3126	0.2083	0.2801	0.3303	0.1885	0.209	0.2399	0.182	0.271	0.1743	0.2037	0.4082	0.1965	0.3356	0.1854	0.3075	0.3172	0.2304	0.3428	0.2547	0.3075	0.2626	0.1828	0.1693	0.3032	0.275	0.187	0.2953	0.1616	0.2665	0.2612	0.2332	0.2862	0.3115	0.3673	0.3562	0.2107	0.2341	0.2569	0.2112	0.2412	0.4018	0.3402	0.2614	0.2485	0.3378	0.2887	0.3935	0.1226	0.3144	0.2353	0.1676	0.3126	0.2083	0.2801	0.3303	0.1885	0.1934	0.2855	0.1923	0.3872	0.2091	0.2061	0.431	0.1965	0.3121	0.1946
47715.157	0.307	0.3407	0.2125	0.3425	0.2592	0.307	0.2269	0.1566	0.169	0.2884	0.2746	0.1904	0.2991	0.1691	0.2649	0.2942	0.2154	0.2991	0.3113	0.367	0.3635	0.2066	0.2262	0.2595	0.2134	0.2044	0.3973	0.4082	0.256	0.344	0.3571	0.3024	0.3729	0.1213	0.3317	0.2276	0.1674	0.3146	0.2066	0.269	0.3444	0.3587	0.2259	0.2242	0.2013	0.3739	0.1768	0.2021	0.4246	0.1961	0.2903	0.2007	0.307	0.3407	0.2125	0.3425	0.2592	0.307	0.2606	0.1566	0.169	0.267	0.2746	0.1904	0.2991	0.1691	0.2649	0.2666	0.2154	0.2883	0.3113	0.367	0.3339	0.2066	0.2568	0.2595	0.1475	0.2237	0.3973	0.3089	0.2625	0.2573	0.3907	0.2001	0.3929	0.1213	0.1643	0.2443	0.1674	0.3146	0.2066	0.269	0.3337	0.3587	0.2255	0.237	0.195	0.2674	0.1768	0.2021	0.4315	0.1961	0.3349	0.1986	0.307	0.3407	0.2292	0.3425	0.2592	0.307	0.2642	0.1566	0.169	0.2963	0.2746	0.1904	0.2991	0.1691	0.2649	0.2732	0.2319	0.285	0.3113	0.367	0.3426	0.2066	0.2373	0.2595	0.1981	0.2343	0.3973	0.3344	0.2639	0.3379	0.3386	0.3118	0.3929	0.1213	0.3542	0.2364	0.1674	0.3146	0.2066	0.269	0.3337	0.3587	0.2127	0.2945	0.1896	0.3872	0.2054	0.2021	0.4512	0.1961	0.2635	0.208
